Year	Team1Team	Team1Score	Team1Rank	Team1	Team2Team	Team2Score	Team2Rank2	team2	entry	RankDiff	ScoreDiff
2008	Purdue	90	6	No. 6 Purdue 90	Baylor	79	11	No. 11 Baylor 79	FIRST ROUND	-5	11
2008	West Virginia	73	7	"West Virginia 73	Duke	67	2	 Duke 67	SECOND ROUND	
2001	Southern Cal	80	6	Southern Cal 80"	Kentucky	76	2	 Kentucky 76	REGIONAL SEMIFINALS	5	-3
2008	Butler	81	7	No. 7 Butler 81	South Alabama	61	10	No. 10 South Alabama 61	FIRST ROUND	-3	20
2008	West Virginia	75	7	No. 7 West Virginia 75	Arizona	65	10	No. 10 Arizona 65	FIRST ROUND	-3	10
2008	Miami (Fla.)	78	7	No. 7 Miami (Fla.) 78	Saint Mary's Calif.	64	10	No. 10 Saint Mary's Calif. 64	FIRST ROUND	-3	14
2008	UNLV	71	8	No. 8 UNLV 71	Kent State	58	9	No. 9 Kent State 58	FIRST ROUND	-1	13
2008	Mississippi State	76	8	No. 8 Mississippi State 76	Oregon	69	9	No. 9 Oregon 69	FIRST ROUND	-1	7
2008	Arkansas	86	9	No. 9 Arkansas 86	Indiana	72	8	No. 8 Indiana 72	FIRST ROUND	1	14
2008	Texas A&M;	67	9	No. 9 Texas A&M; 67	BYU	62	8	No. 8 BYU 62	FIRST ROUND	1	5
2008	Davidson	73	10	"Davidson 73	Wisconsin	56	3	 Wisconsin 56	REGIONAL SEMIFINALS	
1992	Cincinnati	77	4	Cincinnati 77"	Michigan State	65	5	 Michigan State 65	SECOND ROUND	5	8
2008	Davidson	82	10	No. 10 Davidson 82	Gonzaga	76	7	No. 7 Gonzaga 76	FIRST ROUND	3	6
2008	Kansas State	80	11	No. 11 Kansas State 80	Southern Cal	67	6	No. 6 Southern Cal 67	FIRST ROUND	5	13
2008	Villanova	75	12	No. 12 Villanova 75	Clemson	69	5	No. 5 Clemson 69	FIRST ROUND	7	6
2008	Western Kentucky	101	12	No. 12 Western Kentucky 101	Drake	99	5	No. 5 Drake 99	FIRST ROUND	7	2
2008	Western Kentucky	72	12	"Western Kentucky 72	San Diego	63	13	 San Diego 63	SECOND ROUND	
1999	Duke	85	1	Duke 85"	Temple	64	6	 Temple 64	REGIONAL FINALS	6	8
2008	Siena	83	13	No. 13 Siena 83	Vanderbilt	62	4	No. 4 Vanderbilt 62	FIRST ROUND	9	21
2008	San Diego	70	13	No. 13 San Diego 70	Connecticut	69	4	No. 4 Connecticut 69	FIRST ROUND	9	1
2009	Connecticut	72	1	"Connecticut 72	Purdue	60	5	 Purdue 60	REGIONAL SEMIFINALS	
1982	Oregon State	60	2	Oregon State 60"	Idaho	42	3	 Idaho 42	REGIONAL SEMIFINALS	-2	30
2009	North Carolina	98	1	"North Carolina 98	Gonzaga	77	4	 Gonzaga 77	REGIONAL SEMIFINALS	
1991	UNLV	83	1	UNLV 83"	Utah	66	4	 Utah 66	REGIONAL SEMIFINALS	-3	32
2009	Connecticut	92	1	"Connecticut 92	Texas A&M;	66	NA	 Texas A&M; 66	SECOND ROUND	
1983	Louisville	65	1	Louisville 65"	Arkansas	63	4	 Arkansas 63	REGIONAL SEMIFINALS	-3	29
2009	Pittsburgh	60	1	"Pittsburgh 60	Xavier	55	4	 Xavier 55	REGIONAL SEMIFINALS	
2010	Duke	61	1	Duke 61"	Butler	59	5	 Butler 59	NATIONAL CHAMPIONSHIP	-4	1
2009	North Carolina	84	1	"North Carolina 84	LSU	70	8	 LSU 70	SECOND ROUND	
1999	Duke	78	1	Duke 78"	SW Missouri State	61	12	 SW Missouri State 61	REGIONAL SEMIFINALS	-11	23
2009	North Carolina	72	1	"North Carolina 72	Oklahoma	60	2	 Oklahoma 60	REGIONAL FINALS	
2012	Florida	84	7	Florida 84"	Norfolk State	50	15	 Norfolk State 50	THIRD ROUND	-14	22
2009	North Carolina	101	1	No. 1 North Carolina 101	Radford	58	16	No. 16 Radford 58	FIRST ROUND	-15	43
2009	Connecticut	103	1	No. 1 Connecticut 103	Chattanooga	47	16	No. 16 Chattanooga 47	FIRST ROUND	-15	56
2009	Pittsburgh	72	1	No. 1 Pittsburgh 72	ETSU	62	16	No. 16 ETSU 62	FIRST ROUND	-15	10
2009	Louisville	74	1	No. 1 Louisville 74	Morehead State	54	16	No. 16 Morehead State 54	FIRST ROUND	-15	20
2009	Duke	74	2	"Duke 74	Texas	69	7	 Texas 69	SECOND ROUND	
1997	Providence	98	10	Providence 98"	Duke	87	2	 Duke 87	SECOND ROUND	0	-13
2009	Michigan State	67	2	"Michigan State 67	Kansas	62	3	 Kansas 62	REGIONAL SEMIFINALS	
1985	Boston College	74	11	Boston College 74"	Duke	73	3	 Duke 73	SECOND ROUND	-1	-6
2009	Oklahoma	82	2	No. 2 Oklahoma 82	Morgan State	54	15	No. 15 Morgan State 54	FIRST ROUND	-13	28
2009	Duke	86	2	No. 2 Duke 86	Binghamton	62	15	No. 15 Binghamton 62	FIRST ROUND	-13	24
2009	Memphis	81	2	No. 2 Memphis 81	Cal State Northridge	70	15	No. 15 Cal State Northridge 70	FIRST ROUND	-13	11
2009	Michigan State	77	2	No. 2 Michigan State 77	Robert Morris	62	15	No. 15 Robert Morris 62	FIRST ROUND	-13	15
2009	Missouri	102	3	"Missouri 102	Memphis	91	2	 Memphis 91	REGIONAL SEMIFINALS	
2008	Kansas	84	1	Kansas 84"	North Carolina	66	1	 North Carolina 66	NATIONAL SEMIFINALS	2	36
2009	Kansas	60	3	"Kansas 60	Dayton	43	11	 Dayton 43	SECOND ROUND	
1985	Oklahoma	86	1	Oklahoma 86"	Louisiana Tech	84	5	 Louisiana Tech 84	REGIONAL SEMIFINALS	-2	-24
2009	Villanova	77	3	"Villanova 77	Duke	54	2	 Duke 54	REGIONAL SEMIFINALS	
2003	Oklahoma	74	1	Oklahoma 74"	California	65	8	 California 65	SECOND ROUND	-5	12
2009	Syracuse	59	3	No. 3 Syracuse 59	Stephen F. Austin	44	14	No. 14 Stephen F. Austin 44	FIRST ROUND	-11	15
2009	Villanova	80	3	No. 3 Villanova 80	American	67	14	No. 14 American 67	FIRST ROUND	-11	13
2009	Missouri	78	3	No. 3 Missouri 78	Cornell	59	14	No. 14 Cornell 59	FIRST ROUND	-11	19
2009	Kansas	84	3	No. 3 Kansas 84	North Dakota State	74	14	No. 14 North Dakota State 74	FIRST ROUND	-11	10
2009	Xavier	77	4	No. 4 Xavier 77	Portland State	59	13	No. 13 Portland State 59	FIRST ROUND	-9	18
2009	Gonzaga	77	4	No. 4 Gonzaga 77	Akron	64	13	No. 13 Akron 64	FIRST ROUND	-9	13
2009	Washington	71	4	No. 4 Washington 71	Mississippi State	58	13	No. 13 Mississippi State 58	FIRST ROUND	-9	13
2009	Purdue	76	5	"Purdue 76	Washington	74	4	 Washington 74	SECOND ROUND	
2006	UCLA	62	2	UCLA 62"	Alabama	59	10	 Alabama 59	SECOND ROUND	-5	17
2009	Purdue	61	5	No. 5 Purdue 61	Northern Iowa	56	12	No. 12 Northern Iowa 56	FIRST ROUND	-7	5
2009	UCLA	65	6	No. 6 UCLA 65	Virginia Commonwealth	64	11	No. 11 Virginia Commonwealth 64	FIRST ROUND	-5	1
2009	Marquette	58	6	No. 6 Marquette 58	Utah State	57	11	No. 11 Utah State 57	FIRST ROUND	-5	1
2009	Arizona State	66	6	No. 6 Arizona State 66	Temple	57	11	No. 11 Temple 57	FIRST ROUND	-5	9
2009	Texas	76	7	No. 7 Texas 76	Minnesota	62	10	No. 10 Minnesota 62	FIRST ROUND	-3	14
2009	LSU	75	8	No. 8 LSU 75	Butler	71	9	No. 9 Butler 71	FIRST ROUND	-1	4
2009	Oklahoma State	77	8	No. 8 Oklahoma State 77	Tennessee	75	9	No. 9 Tennessee 75	FIRST ROUND	-1	2
2009	Siena	74	9	No. 9 Siena 74	Ohio State	72	8	No. 8 Ohio State 72	FIRST ROUND	1	2
2009	Texas A&M	79	9	No. 9 Texas A&M 79	BYU	66	8	No. 8 BYU 66	FIRST ROUND	1	13
2009	Southern California	72	10	No. 10 Southern California 72	Boston College	55	7	No. 7 Boston College 55	FIRST ROUND	3	17
2009	Michigan	62	10	No. 10 Michigan 62	Clemson	59	7	No. 7 Clemson 59	FIRST ROUND	3	3
2009	Maryland	84	10	No. 10 Maryland 84	California	71	7	No. 7 California 71	FIRST ROUND	3	13
2009	Dayton	68	11	No. 11 Dayton 68	West Virginia	60	6	No. 6 West Virginia 60	FIRST ROUND	5	8
2009	Western Kentucky	76	12	No. 12 Western Kentucky 76	Illinois	72	5	No. 5 Illinois 72	FIRST ROUND	7	4
2009	Arizona	84	12	No. 12 Arizona 84	Utah	71	5	No. 5 Utah 71	FIRST ROUND	7	13
2009	Wisconsin	61	12	No. 12 Wisconsin 61	Florida State	59	5	No. 5 Florida State 59	FIRST ROUND	7	2
2009	Cleveland State	84	13	No. 13 Cleveland State 84	Wake Forest	69	4	No. 4 Wake Forest 69	FIRST ROUND	9	15
2010	Duke	78	1	"Duke 78	Baylor	71	3	 Baylor 71	REGIONAL FINALS	
2007	Ohio State	92	1	Ohio State 92"	Memphis	76	2	 Memphis 76	REGIONAL FINALS	-1	2
2010	Duke	70	1	"Duke 70	Purdue	57	4	 Purdue 57	REGIONAL SEMIFINALS	
1985	Illinois	74	3	Illinois 74"	Georgia	58	6	 Georgia 58	SECOND ROUND	-5	12
2010	Syracuse	87	1	"Syracuse 87	Gonzaga	65	8	 Gonzaga 65	SECOND ROUND	
1991	North Carolina	75	1	North Carolina 75"	Temple	72	10	 Temple 72	REGIONAL FINALS	-9	15
2010	Duke	73	1	No. 1 Duke 73	Arkansas-Pine Bluff	44	16	No. 16 Arkansas-Pine Bluff 44	FIRST ROUND	-15	29
2010	Kentucky	100	1	No. 1 Kentucky 100	East Tennessee St.	71	16	No. 16 East Tennessee St. 71	FIRST ROUND	-15	29
2010	Syracuse	79	1	No. 1 Syracuse 79	Vermont	56	16	No. 16 Vermont 56	FIRST ROUND	-15	23
2010	Kansas	90	1	No. 1 Kansas 90	Lehigh	74	16	No. 16 Lehigh 74	FIRST ROUND	-15	16
2010	West Virginia	68	2	"West Virginia 68	Missouri	59	10	 Missouri 59	SECOND ROUND	
2010	Duke	68	1	Duke 68"	California	53	8	 California 53	SECOND ROUND	-6	15
2010	Kansas State	101	2	"Kansas State 101	Xavier	96	6	 Xavier 96	REGIONAL SEMIFINALS	
2004	Kansas	100	4	Kansas 100"	UAB	74	9	 UAB 74	REGIONAL SEMIFINALS	-7	27
2010	Villanova	73	2	No. 2 Villanova 73	Robert Morris	70	15	No. 15 Robert Morris 70	FIRST ROUND	-13	3
2010	Ohio State	68	2	No. 2 Ohio State 68	UC Santa Barbara	51	15	No. 15 UC Santa Barbara 51	FIRST ROUND	-13	17
2010	Kansas State	82	2	No. 2 Kansas State 82	North Texas	62	15	No. 15 North Texas 62	FIRST ROUND	-13	20
2010	West Virginia	77	2	No. 2 West Virginia 77	Morgan State	50	15	No. 15 Morgan State 50	FIRST ROUND	-13	27
2010	Baylor	76	3	"Baylor 76	Old Dominion	68	11	 Old Dominion 68	SECOND ROUND	
2008	Memphis	92	1	Memphis 92"	Michigan State	74	5	 Michigan State 74	REGIONAL SEMIFINALS	-2	2
2010	New Mexico	62	3	No. 3 New Mexico 62	Montana	57	14	No. 14 Montana 57	FIRST ROUND	-11	5
2010	Pittsburgh	89	3	No. 3 Pittsburgh 89	Oakland Mich.	66	14	No. 14 Oakland Mich. 66	FIRST ROUND	-11	23
2010	Baylor	68	3	No. 3 Baylor 68	Sam Houston St.	59	14	No. 14 Sam Houston St. 59	FIRST ROUND	-11	9
2010	Purdue	72	4	No. 4 Purdue 72	Siena	64	13	No. 13 Siena 64	FIRST ROUND	-9	8
2010	Wisconsin	53	4	No. 4 Wisconsin 53	Wofford	49	13	No. 13 Wofford 49	FIRST ROUND	-9	4
2010	Maryland	89	4	No. 4 Maryland 89	Houston	77	13	No. 13 Houston 77	FIRST ROUND	-9	12
2010	Butler	52	5	"Butler 52	Michigan State	50	5	 Michigan State 50	NATIONAL SEMIFINALS	
1986	Duke	71	1	Duke 71"	Kansas	67	1	 Kansas 67	NATIONAL SEMIFINALS	4	-15
2010	Michigan State	70	5	"Michigan State 70	Tennessee	69	6	 Tennessee 69	REGIONAL FINALS	
2000	Michigan State	75	1	Michigan State 75"	Iowa State	64	2	 Iowa State 64	REGIONAL FINALS	3	6
2010	Michigan State	85	5	"Michigan State 85	Maryland	83	4	 Maryland 83	SECOND ROUND	
1989	Louisville	93	4	Louisville 93"	Arkansas	84	5	 Arkansas 84	SECOND ROUND	0	1
2010	Butler	63	5	"Butler 63	Kansas State	56	2	 Kansas State 56	REGIONAL FINALS	
1981	Wichita State	66	6	Wichita State 66"	Kansas	65	7	 Kansas 65	REGIONAL SEMIFINALS	-2	-2
2010	Butler	63	5	"Butler 63	Syracuse	59	1	 Syracuse 59	REGIONAL SEMIFINALS	
2010	Michigan State	59	5	Michigan State 59"	Northern Iowa	52	9	 Northern Iowa 52	REGIONAL SEMIFINALS	-4	11
2010	Texas A&M	69	5	No. 5 Texas A&M 69	Utah State	53	12	No. 12 Utah State 53	FIRST ROUND	-7	16
2010	Michigan State	70	5	No. 5 Michigan State 70	Alcorn State	56	12		FIRST ROUND	-7	14
2010	Butler	77	5	No. 5 Butler 77	UTEP	59	12	No. 12 UTEP 59	FIRST ROUND	-7	18
2010	Tennessee	62	6	No. 6 Tennessee 62	San Diego St.	59	11	No. 11 San Diego St. 59	FIRST ROUND	-5	3
2010	Xavier	65	6	No. 6 Xavier 65	Minnesota	54	11	No. 11 Minnesota 54	FIRST ROUND	-5	11
2010	BYU	99	7	No. 7 BYU 99	Florida	92	10	No. 10 Florida 92	FIRST ROUND	-3	7
2010	Gonzaga	67	8	No. 8 Gonzaga 67	Florida State	60	9	No. 9 Florida State 60	FIRST ROUND	-1	7
2010	California	77	8	No. 8 California 77	Louisville	62	9	No. 9 Louisville 62	FIRST ROUND	-1	15
2010	Northern Iowa	69	9	"Northern Iowa 69	Kansas	67	1	 Kansas 67	SECOND ROUND	
2006	Florida	73	3	Florida 73"	UCLA	57	2	 UCLA 57	NATIONAL CHAMPIONSHIP	7	12
2010	Northern Iowa	69	9	No. 9 Northern Iowa 69	UNLV	66	8	No. 8 UNLV 66	FIRST ROUND	1	3
2010	Wake Forest	81	9	No. 9 Wake Forest 81	Texas	80	8	No. 8 Texas 80	FIRST ROUND	1	1
2010	Missouri	86	10	No. 10 Missouri 86	Clemson	78	7	No. 7 Clemson 78	FIRST ROUND	3	8
2010	St. Mary's	80	10	No. 10 St. Mary's 80	Richmond	71	7	No. 7 Richmond 71	FIRST ROUND	3	9
2010	Georgia Tech	64	10	No. 10 Georgia Tech 64	Oklahoma State	59	7	No. 7 Oklahoma State 59	FIRST ROUND	3	5
2010	Washington	80	11	No. 11 Washington 80	Marquette	78	6	No. 6 Marquette 78	FIRST ROUND	5	2
2010	Old Dominion	51	11	No. 11 Old Dominion 51	Notre Dame	50	6	No. 6 Notre Dame 50	FIRST ROUND	5	1
2010	Cornell	78	12	No. 12 Cornell 78	Temple	65	5	No. 5 Temple 65	FIRST ROUND	7	13
2010	Murray State	66	13	No. 13 Murray State 66	Vanderbilt	65	4	No. 4 Vanderbilt 65	FIRST ROUND	9	1
2010	Ohio	97	14	No. 14 Ohio 97	Oklahoma	67	11		FIRST ROUND	3	30
2010	Arkansas-Pine Bluff	61	16	"Arkansas-Pine Bluff 61	Winthrop	44	NA	 Winthrop 44	OPENING ROUND	
1993	Kansas	93	2	Kansas 93"	California	76	6	 California 76	REGIONAL SEMIFINALS	10	-15
2011	Kansas	77	1	"Kansas 77	Richmond	57	12	 Richmond 57	REGIONAL SEMIFINALS	
2002	Kentucky	87	4	Kentucky 87"	Tulsa	82	12	 Tulsa 82	SECOND ROUND	-11	-5
2011	Kansas	72	1	No. 1 Kansas 72	Boston University	53	16	No. 16 Boston University 53	SECOND ROUND	-15	19
2011	Pittsburgh	74	1	No. 1 Pittsburgh 74	UNC Asheville	51	16	No. 16 UNC Asheville 51	SECOND ROUND	-15	23
2011	Duke	87	1	No. 1 Duke 87	Hampton	45	16	No. 16 Hampton 45	SECOND ROUND	-15	42
2011	Ohio State	75	1	No. 1 Ohio State 75	Texas-San Antonio	46	16	No. 16 Texas-San Antonio 46	SECOND ROUND	-15	29
2011	San Diego State	71	2	"San Diego State 71	Temple	64	7	 Temple 64	THIRD ROUND	
1980	Duke	55	4	Duke 55"	Kentucky	54	1	 Kentucky 54	REGIONAL SEMIFINALS	1	17
2011	Florida	83	2	"Florida 83	BYU	74	3	 BYU 74	REGIONAL SEMIFINALS	
1982	North Carolina	68	1	North Carolina 68"	Houston	63	6	 Houston 63	NATIONAL SEMIFINALS	-4	20
2011	San Diego State	68	2	No. 2 San Diego State 68	Northern Colorado	50	15	No. 15 Northern Colorado 50	SECOND ROUND	-13	18
2011	Notre Dame	69	2	No. 2 Notre Dame 69	Akron	56	15	No. 15 Akron 56	SECOND ROUND	-13	13
2011	North Carolina	102	2	No. 2 North Carolina 102	Long Island	87	15	No. 15 Long Island 87	SECOND ROUND	-13	15
2011	Florida	79	2	No. 2 Florida 79	UC Santa Barbara	51	15	No. 15 UC Santa Barbara 51	SECOND ROUND	-13	28
2011	Florida	73	2	"Florida 73	UCLA	65	7	 UCLA 65	THIRD ROUND	
2012	Xavier	70	10	Xavier 70"	Lehigh	58	15	 Lehigh 58	THIRD ROUND	-13	15
2011	Connecticut	74	3	"Connecticut 74	San Diego State	67	2	 San Diego State 67	REGIONAL SEMIFINALS	
1995	UCLA	89	1	UCLA 89"	Arkansas	78	2	 Arkansas 78	NATIONAL CHAMPIONSHIP	1	-4
2011	Connecticut	81	3	No. 3 Connecticut 81	Bucknell	52	14	No. 14 Bucknell 52	SECOND ROUND	-11	29
2011	Syracuse	77	3	No. 3 Syracuse 77	Indiana State	60	14	No. 14 Indiana State 60	SECOND ROUND	-11	17
2011	BYU	74	3	No. 3 BYU 74	Wofford	66	14	No. 14 Wofford 66	SECOND ROUND	-11	8
2011	Purdue	65	3	No. 3 Purdue 65	St. Peter's	43	14	No. 14 St. Peter's 43	SECOND ROUND	-11	22
2011	Kentucky	76	4	"Kentucky 76	North Carolina	69	2	 North Carolina 69	REGIONAL FINALS	
1988	North Carolina	123	2	North Carolina 123"	Loyola Marymount	97	10	 Loyola Marymount 97	SECOND ROUND	-6	-21
2011	Kentucky	59	4	No. 4 Kentucky 59	Princeton	57	13	No. 13 Princeton 57	SECOND ROUND	-9	2
2011	Texas	85	4	No. 4 Texas 85	Oakland	81	13	No. 13 Oakland 81	SECOND ROUND	-9	4
2011	Wisconsin	72	4	No. 4 Wisconsin 72	Belmont	58	13	No. 13 Belmont 58	SECOND ROUND	-9	14
2011	Wisconsin	70	4	"Wisconsin 70	Kansas State	65	5	 Kansas State 65	THIRD ROUND	
1997	Texas	82	10	Texas 82"	Coppin State	81	15	 Coppin State 81	SECOND ROUND	-11	-11
2011	Arizona	70	5	"Arizona 70	Texas	69	4	 Texas 69	THIRD ROUND	
1986	UNLV	70	4	UNLV 70"	Maryland	64	5	 Maryland 64	SECOND ROUND	0	6
2011	West Virginia	84	5	No. 5 West Virginia 84	Clemson	76	12	No. 12 Clemson 76	SECOND ROUND	-7	8
2011	Kansas State	73	5	No. 5 Kansas State 73	Utah State	68	12	No. 12 Utah State 68	SECOND ROUND	-7	5
2011	Arizona	77	5	No. 5 Arizona 77	Memphis	75	12	No. 12 Memphis 75	SECOND ROUND	-7	2
2011	Arizona	93	5	"Arizona 93	Duke	77	1	 Duke 77	REGIONAL SEMIFINALS	
1998	Valparaiso	83	13	Valparaiso 83"	Florida State	77	12	 Florida State 77	SECOND ROUND	-7	16
2011	Cincinnati	78	6	No. 6 Cincinnati 78	Missouri	63	11	No. 11 Missouri 63	SECOND ROUND	-5	15
2011	Temple	66	7	No. 7 Temple 66	Penn State	64	10	No. 10 Penn State 64	SECOND ROUND	-3	2
2011	Washington	68	7	No. 7 Washington 68	Georgia	65	10	No. 10 Georgia 65	SECOND ROUND	-3	3
2011	UCLA	78	7	No. 7 UCLA 78	Michigan State	76	10	No. 10 Michigan State 76	SECOND ROUND	-3	2
2011	Michigan	75	8	No. 8 Michigan 75	Tennessee	45	9	No. 9 Tennessee 45	SECOND ROUND	-1	30
2011	George Mason	61	8	No. 8 George Mason 61	Villanova	57	9	No. 9 Villanova 57	SECOND ROUND	-1	4
2011	Butler	60	8	No. 8 Butler 60	Old Dominion	58	9	No. 9 Old Dominion 58	SECOND ROUND	-1	2
2011	Illinois	73	9	No. 9 Illinois 73	UNLV	62	8	No. 8 UNLV 62	SECOND ROUND	1	11
2011	Florida State	57	10	No. 10 Florida State 57	Texas A&mp;M	50	7	No. 7 Texas A&mp;M 50	SECOND ROUND	3	7
2011	Marquette	66	11	No. 11 Marquette 66	Xavier	55	6	No. 6 Xavier 55	SECOND ROUND	5	11
2011	Virginia Commonwealth	74	11	No. 11 Virginia Commonwealth 74	Georgetown	56	6	No. 6 Georgetown 56	SECOND ROUND	5	18
2011	Gonzaga	86	11	No. 11 Gonzaga 86	St. John's	71	6	No. 6 St. John's 71	SECOND ROUND	5	15
2011	Virginia Commonwealth	59	11	No. 11 Virginia Commonwealth 59	Southern Cal	46	11	No. 11 Southern Cal 46	OPENING ROUND	0	13
2011	Virginia Commonwealth	71	11	"Virginia Commonwealth 71	Kansas	61	1	 Kansas 61	REGIONAL FINALS	
2009	Xavier	60	4	Xavier 60"	Wisconsin	49	12	 Wisconsin 49	SECOND ROUND	-1	22
2011	Virginia Commonwealth	94	11	"Virginia Commonwealth 94	Purdue	76	3	 Purdue 76	THIRD ROUND	
1985	St. John's	86	1	St. John's 86"	Kentucky	70	12	 Kentucky 70	REGIONAL SEMIFINALS	-1	24
2011	Richmond	69	12	No. 12 Richmond 69	Vanderbilt	66	5	No. 5 Vanderbilt 66	SECOND ROUND	7	3
2011	Richmond	65	12	"Richmond 65	Morehead State	48	13	 Morehead State 48	THIRD ROUND	
1995	North Carolina	73	2	North Carolina 73"	Iowa State	51	7	 Iowa State 51	SECOND ROUND	5	14
2011	Clemson	70	12	No. 12 Clemson 70	UAB	52	12	No. 12 UAB 52	OPENING ROUND	0	18
2011	Morehead State	62	13	No. 13 Morehead State 62	Louisville	61	4	No. 4 Louisville 61	SECOND ROUND	9	1
2011	UNC Asheville	81	16	No. 16 UNC Asheville 81	Arkansas-Little Rock	77	16	No. 16 Arkansas-Little Rock 77	OPENING ROUND	0	4
2011	Texas-San Antonio	70	16	No. 16 Texas-San Antonio 70	Alabama State	61	16	No. 16 Alabama State 61	OPENING ROUND	0	9
2012	Kentucky	82	1	"Kentucky 82	Baylor	70	3	 Baylor 70	REGIONAL FINALS	
2001	Illinois	80	1	Illinois 80"	Kansas	64	4	 Kansas 64	REGIONAL SEMIFINALS	-3	18
2012	Kentucky	69	1	"Kentucky 69	Louisville	61	4	 Louisville 61	NATIONAL SEMIFINALS	
1981	North Carolina	82	2	North Carolina 82"	Kansas State	68	8	 Kansas State 68	REGIONAL FINALS	-7	1
2012	North Carolina	87	1	"North Carolina 87	Creighton	73	8	 Creighton 73	THIRD ROUND	
1992	Kentucky	106	2	Kentucky 106"	Iowa State	98	10	 Iowa State 98	SECOND ROUND	-9	-11
2012	Kentucky	87	1	"Kentucky 87	Iowa State	71	8	 Iowa State 71	THIRD ROUND	
2005	Wisconsin	65	6	Wisconsin 65"	North Carolina State	56	10	 North Carolina State 56	REGIONAL SEMIFINALS	-9	31
2012	North Carolina	73	1	"North Carolina 73	Ohio	65	13	 Ohio 65	REGIONAL SEMIFINALS	
1998	Rhode Island	74	8	Rhode Island 74"	Valparaiso	68	13	 Valparaiso 68	REGIONAL SEMIFINALS	-12	5
2012	Syracuse	72	1	No. 1 Syracuse 72	UNC Asheville	65	16	No. 16 UNC Asheville 65	SECOND ROUND	-15	7
2012	Michigan State	89	1	No. 1 Michigan State 89	LIU	67	16	No. 16 LIU 67	SECOND ROUND	-15	22
2012	North Carolina	77	1	No. 1 North Carolina 77	Vermont	58	16	No. 16 Vermont 58	SECOND ROUND	-15	19
2012	Kentucky	81	1	No. 1 Kentucky 81	Western Kentucky	66	16	No. 16 Western Kentucky 66	SECOND ROUND	-15	15
2012	Ohio State	81	2	"Ohio State 81	Cincinnati	66	6	 Cincinnati 66	REGIONAL SEMIFINALS	
2003	Notre Dame	68	5	Notre Dame 68"	Illinois	60	4	 Illinois 60	SECOND ROUND	-2	21
2012	Kansas	60	2	"Kansas 60	N.C. State	57	11	 N.C. State 57	REGIONAL SEMIFINALS	
1997	UCLA	96	2	UCLA 96"	Xavier	83	7	 Xavier 83	SECOND ROUND	-5	-23
2012	Ohio State	73	2	"Ohio State 73	Gonzaga	66	7	 Gonzaga 66	THIRD ROUND	
2001	Michigan State	81	1	Michigan State 81"	Fresno State	65	9	 Fresno State 65	SECOND ROUND	-7	8
2012	Kansas	63	2	"Kansas 63	Purdue	60	10	 Purdue 60	THIRD ROUND	
1997	Arizona	73	4	Arizona 73"	College of Charleston	69	12	 College of Charleston 69	SECOND ROUND	-10	-6
2012	Kansas	64	2	"Kansas 64	Ohio State	62	2	 Ohio State 62	NATIONAL SEMIFINALS	
1986	Navy	71	7	Navy 71"	Cleveland State	70	14	 Cleveland State 70	REGIONAL SEMIFINALS	-12	-6
2012	Kansas	65	2	No. 2 Kansas 65	Detroit	50	15	No. 15 Detroit 50	SECOND ROUND	-13	15
2012	Ohio State	78	2	No. 2 Ohio State 78	Loyola (Md.)	59	15	No. 15 Loyola (Md.) 59	SECOND ROUND	-13	19
2012	Marquette	62	3	"Marquette 62	Murray State	53	6	 Murray State 53	THIRD ROUND	
1982	Georgetown	58	1	Georgetown 58"	Fresno State	40	4	 Fresno State 40	REGIONAL SEMIFINALS	-1	22
2012	Florida State	66	3	No. 3 Florida State 66	St. Bonaventure	63	14	No. 14 St. Bonaventure 63	SECOND ROUND	-11	3
2012	Georgetown	74	3	No. 3 Georgetown 74	Belmont	59	14	No. 14 Belmont 59	SECOND ROUND	-11	15
2012	Marquette	88	3	No. 3 Marquette 88	BYU	68	14	No. 14 BYU 68	SECOND ROUND	-11	20
2012	Baylor	68	3	No. 3 Baylor 68	South Dakota State	60	14	No. 14 South Dakota State 60	SECOND ROUND	-11	8
2012	Wisconsin	60	4	"Wisconsin 60	Vanderbilt	57	5	 Vanderbilt 57	THIRD ROUND	
1986	DePaul	74	12	DePaul 74"	Oklahoma	69	4	 Oklahoma 69	SECOND ROUND	0	-9
2012	Louisville	72	4	"Louisville 72	Florida	68	7	 Florida 68	REGIONAL FINALS	
1990	Syracuse	63	2	Syracuse 63"	Virginia	61	7	 Virginia 61	SECOND ROUND	-3	11
2012	Louisville	57	4	"Louisville 57	Michigan State	44	1	 Michigan State 44	REGIONAL SEMIFINALS	
1989	Georgetown	81	1	Georgetown 81"	Notre Dame	74	9	 Notre Dame 74	SECOND ROUND	-5	-17
2012	Indiana	79	4	No. 4 Indiana 79	New Mexico State	66	13	No. 13 New Mexico State 66	SECOND ROUND	-9	13
2012	Louisville	69	4	No. 4 Louisville 69	Davidson	62	13	No. 13 Davidson 62	SECOND ROUND	-9	7
2012	Wisconsin	73	4	No. 4 Wisconsin 73	Montana	49	13	No. 13 Montana 49	SECOND ROUND	-9	24
2012	Vanderbilt	79	5	No. 5 Vanderbilt 79	Harvard	70	12	No. 12 Harvard 70	SECOND ROUND	-7	9
2012	New Mexico	75	5	No. 5 New Mexico 75	Long Beach State	68	12	No. 12 Long Beach State 68	SECOND ROUND	-7	7
